dataset,run,seed,method,short_name,mode,factor,effective_interval_min,t_onset,t_fail,max_lead_hours,lead_time_hours,detection_delay_hours,far_preonset_pct,lead_norm,vlt_legacy_hours,far_legacy_pct,valid_alarm,n_test_windows,window_rows,persistence_windows,window_floored,control,onset_method,onset_indicator,feature_mode
FEMTO,Bearing1_1,42,Isolation Forest,isolation_forest,decimate,2,0.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,1.8388888888888888,,27.232142857142854,2.9162995594713657,1.8388888888888888,0.0,False,280,5,4,False,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,Deep SVDD,deep_svdd,decimate,2,0.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.05,0.5805555555555556,0.0,0.07929515418502203,0.05,0.0,True,280,5,4,False,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,LSTM-Autoencoder,lstm_ae,decimate,2,0.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,280,5,4,False,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,TCN-Autoencoder,tcn,decimate,2,0.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,280,5,4,False,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,Transformer-AD,transformer_ad,decimate,2,0.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,280,5,4,False,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,RMS-Trend (kσ),rms_trend,decimate,5,0.83,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,2.5194444444444444,,44.134078212290504,3.995594713656388,2.5194444444444444,0.0,False,224,3,2,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,3σ Rule (σ=3.0),three_sigma,decimate,5,0.83,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,2.5194444444444444,,39.10614525139665,3.995594713656388,2.5194444444444444,0.0,False,224,3,2,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,"EWMA (λ=0.2, k=3.0)",ewma,decimate,5,0.83,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.15833333333333333,0.4722222222222222,0.0,0.2511013215859031,0.15833333333333333,0.0,True,224,3,2,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,"CUSUM (k=0.5, h=5.0)",cusum,decimate,5,0.83,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.15833333333333333,0.4722222222222222,0.0,0.2511013215859031,0.15833333333333333,0.0,True,224,3,2,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,Hotelling T²,hotelling_t2,decimate,5,0.83,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,2.811111111111111,,77.09497206703911,4.458149779735683,2.811111111111111,0.0,False,224,3,2,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,Isolation Forest,isolation_forest,decimate,5,0.83,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,2.8666666666666667,,81.00558659217877,4.546255506607929,2.8666666666666667,0.0,False,224,3,2,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,Deep SVDD,deep_svdd,decimate,5,0.83,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.06111111111111111,0.5694444444444444,0.0,0.09691629955947137,0.06111111111111111,0.0,True,224,3,2,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,LSTM-Autoencoder,lstm_ae,decimate,5,0.83,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,224,3,2,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,TCN-Autoencoder,tcn,decimate,5,0.83,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,224,3,2,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,Transformer-AD,transformer_ad,decimate,5,0.83,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,224,3,2,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,RMS-Trend (kσ),rms_trend,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.8111111111111111,,4.444444444444445,1.2863436123348018,0.8111111111111111,0.0,True,112,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,3σ Rule (σ=3.0),three_sigma,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,1.3111111111111111,,23.333333333333332,2.079295154185022,1.3111111111111111,0.0,False,112,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,"EWMA (λ=0.2, k=3.0)",ewma,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.17222222222222222,0.4583333333333333,0.0,0.27312775330396477,0.17222222222222222,0.0,True,112,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,"CUSUM (k=0.5, h=5.0)",cusum,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.25555555555555554,0.375,0.0,0.4052863436123348,0.25555555555555554,0.0,True,112,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,Hotelling T²,hotelling_t2,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,88.88888888888889,4.942731277533039,0.0,33.33333333333333,False,112,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,Isolation Forest,isolation_forest,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,2.533333333333333,,58.88888888888889,4.0176211453744495,2.533333333333333,0.0,False,112,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,Deep SVDD,deep_svdd,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.03333333333333333,0.5972222222222222,0.0,0.05286343612334802,0.03333333333333333,0.0,True,112,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,LSTM-Autoencoder,lstm_ae,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,112,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,TCN-Autoencoder,tcn,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,112,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,Transformer-AD,transformer_ad,decimate,10,1.67,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,3.1166666666666667,,100.0,4.942731277533039,0.0,100.0,False,112,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,RMS-Trend (kσ),rms_trend,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.11666666666666667,0.5138888888888888,0.0,0.18502202643171808,0.11666666666666667,0.0,True,56,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
FEMTO,Bearing1_1,42,3σ Rule (σ=3.0),three_sigma,decimate,20,3.33,2011-01-01 07:09:10,2011-01-01 07:47:00,0.63,0.11666666666666667,0.5138888888888888,0.0,0.18502202643171808,0.11666666666666667,0.0,True,56,3,1,True,False,terminal,rms_kurt,load_pipeline (invariant)
